sido_name,year,business_count
강원특별자치도,2020,150422.0
경기도,2020,989105.0
경상남도,2020,294973.0
경상북도,2020,242103.0
광주광역시,2020,125295.0
대구광역시,2020,214909.0
대전광역시,2020,123728.0
부산광역시,2020,298386.0
서울특별시,2020,848552.0
세종특별자치시,2020,19821.0
울산광역시,2020,89907.0
인천광역시,2020,216249.0
전라남도,2020,163774.0
전북특별자치도,2020,156779.0
제주특별자치도,2020,68491.0
충청남도,2020,184103.0
충청북도,2020,138598.0
